125979953705.86163, 1,
103848340800.6096, 1,
102145909461.66222, 1,
51072954903.430916, 1,
144706706142.07843, 1,
134492116105.52481, 1,
95336184109.97739, 1,
90228888889.82921, 1,
195779665953.05923, 1,
112360505040.9526, 1,
182160214098.28937, 1,
313247476381.37354, 1,
44263231174.781395, 1,
117467806169.50385, 1,
151516446635.44638, 1,
177052928033.85956, 1,
110658080983.05046, 1,
107253217498.3601, 1,
73204577327.31622, 1,
107253218345.3974, 1,
234935623379.5649, 1,
175350504133.89844, 1,
112360518180.32747, 1,
160028617862.17682, 1,
131087273154.3324, 1,
132789706156.52231, 1,
95336199844.17659, 1,
134492139767.8636, 1,
240042935607.8204, 1,
83419177241.30331, 1,
146409168958.09595, 1,
115765390218.34753, 1,
74907017535.66957, 1,
44263237739.83295, 1,
83419179004.64525, 1,
137897010858.12317, 1,
178755385988.23953, 1,
95336206651.53305, 1,
97038639314.05959, 1,
158326201935.1327, 1,
91931343697.29623, 1,
224721064256.27408, 1,
328569441831.1194, 1,
114062969323.55435, 1,
114062969944.69984, 1,
127682429801.53719, 1,
149814052039.22168, 1,
182160269535.3206, 1,
311545139253.1051, 1,
51072974599.2033, 1,
66394867114.021996, 1,
117467842250.55663, 1,
153218925701.87616, 1,
69799733250.92796, 1,
73204598486.1651, 1,
251960015669.97244, 1,
141301902850.28064, 1,
187267583790.66782, 1,
125980012146.23827, 1,
178755424093.07175, 1,
160028667031.8931, 1,
102145958443.53008, 1,
137897044676.04373, 1,
78311902356.97977, 1,
69799739259.5228, 1,
93633796868.68376, 1,
105550826019.64513, 1,
83419201560.67155, 1,
93633798012.23792, 1,
100443529203.02368, 1,
182160300001.0401, 1,
144706781812.5873, 1,
156623812181.16516, 1,
62990011822.340004, 1,
134492187966.53174, 1,
93633802296.84987, 1,
120872727183.18488, 1,
57882714686.85551, 1,
202589502717.92288, 1,
54477849974.3861, 1,
122575162885.88329, 1,
134492193479.78015, 1,
95336238979.37238, 1,
93633806527.23334, 1,
100443538335.3147, 1,
66394881517.495094, 1,
66394881684.613014, 1,
124277599529.83284, 1,
62990016486.72469, 1,
139599496588.96973, 1,
241745472455.1558, 1,
175350591917.46744, 1,
105550842638.33601, 1,
91931379482.885, 1,
119170307294.446, 1,
125980039888.28615, 1,
163433566495.09543, 1,
64692453836.043625, 1,
91931382044.31923, 1,
102145980473.76376, 1,
