78311873305.57367, 1,
52775393004.06262, 1,
131087266955.1095, 1,
163433476930.8751, 1,
226423465539.24283, 1,
352403446879.2742, 1,
80014311009.69937, 1,
88526472035.95488, 1,
228125910593.4062, 0,
182160244670.28128, 1,
233233213526.08636, 1,
211101598083.14645, 1,
216208897947.7436, 1,
267281870509.12524, 1,
42560807995.46824, 1,
226423500072.69443, 1,
200887018096.65747, 1,
88526483396.81421, 1,
76609457037.76268, 1,
136194590894.04822, 1,
209399185519.77643, 1,
156623782959.4527, 1,
277496488855.9507, 1,
80014326247.82574, 1,
422203261466.0412, 1,
68097302384.238464, 1,
88526493354.04231, 1,
318354893673.23456, 1,
277496519086.0151, 1,
178755429718.0407, 1,
125980018281.53525, 1,
93633797870.91751, 1,
119170288736.13902, 1,
91931366049.58537, 0,
117467857151.98328, 1,
168540839733.2947, 1,
182160303408.91272, 0,
112360561986.7201, 0,
74907041632.48935, 1,
108955697315.07237, 1,
86824071673.68869, 1,
76609475256.68481, 1,
212804099507.51028, 1,
160028684877.3004, 1,
93633805650.47179, 1,
73204611939.091, 1,
158326254541.80914, 1,
137897061540.01065, 1,
117467868000.66873, 1,
107253271336.90843, 1,
59585150963.09703, 1,
277496562880.33746, 1,
95336243968.83287, 1,
71502183224.89551, 1,
245150344544.9653, 1,
83419215528.1607, 1,
146409236133.66415, 0,
136194639236.4128, 1,
127682475128.38283, 1,
258769819216.46368, 1,
66394888743.147606, 1,
313247683973.684, 1,
122575183182.89207, 1,
163433578758.4401, 1,
141301949511.9386, 1,
93633822527.21567, 1,
185565213198.51038, 1,
217911445877.09906, 0,
141301954928.6986, 0,
97038692507.55704, 1,
37453530549.2129, 1,
81716794078.02505, 1,
112360592297.43779, 1,
241745519128.56927, 1,
88526529260.78578, 1,
289413656624.9452, 1,
253662563654.04202, 1,
187267667571.72858, 1,
56180300719.249916, 1,
173648203106.77582, 1,
95336269128.6875, 1,
122575203745.62038, 1,
52775435166.782135, 1,
340486682918.4905, 0,
386452399015.9947, 1,
219613925481.4017, 1,
274091803314.50293, 1,
47668140396.80507, 1,
120872784936.38348, 1,
122575219203.77422, 1,
131087387989.59322, 1,
137897123328.58572, 1,
103848451502.97943, 1,
57882743654.611145, 1,
108955753086.10164, 1,
125980090166.755, 1,
204292039877.92184, 1,
268984523490.55847, 1,
197482311891.64807, 0,
236638290790.01608, 1,
