153214710464.22263, 0,
131083697658.1701, 1,
197476740968.37006, 0,
97035985610.89563, 0,
257060244913.737, 0,
216202991013.97446, 0,
156619491315.62753, 0,
105547918734.21278, 0,
122571777159.39276, 1,
202583911052.86658, 0,
194071984233.05432, 0,
112357465468.90205, 0,
88524064047.58615, 0,
78309749196.08899, 0,
238334021122.37308, 0,
124274169665.63788, 0,
170238589715.5293, 0,
73202594056.51917, 0,
143000416871.33972, 0,
309834240781.27704, 0,
64690666768.00915, 0,
62988280920.79825, 0,
352393900574.7983, 0,
35750106592.06354, 0,
263869836369.72318, 0,
137893271265.70956, 1,
86821689771.57141, 1,
114059867388.27007, 1,
163429064738.66992, 0,
120869413342.80177, 0,
170238611469.36172, 0,
120869415066.45087, 0,
234929287775.66006, 0,
107250328248.92311, 0,
306429512821.66705, 0,
229822139391.79282, 0,
54476359511.45175, 0,
343882023633.7459, 0,
280893739827.04, 0,
93631247960.9826, 1,
132786134076.25629, 0,
52773976587.63469, 0,
144702839558.63916, 0,
107250340506.46698, 0,
194072046064.75012, 1,
217905457836.71683, 0,
143000458183.39407, 0,
166833869091.70312, 0,
151512392498.52988, 0,
120869437509.93568, 0,
74905003842.49713, 0,
265572288707.5852, 0,
98738416394.77715, 0,
165131490388.6435, 0,
76607392930.98784, 0,
45964435853.14067, 0,
78309779746.80614, 0,
59583528194.54465, 0,
214500702790.9774, 0,
180452974362.5805, 0,
134488538672.94926, 1,
187262523668.33392, 0,
185560139070.5772, 0,
224715033500.46954, 0,
231524583407.22174, 1,
148107639758.11972, 0,
73202626939.70413, 1,
114059907476.41103, 0,
144702868484.48877, 1,
207691177849.8041, 1,
166833898862.79474, 0,
236631757148.6486, 0,
149810035168.89334, 0,
243441309717.83377, 1,
127679010241.97276, 0,
143000492346.08243, 0,
173643456285.08258, 0,
83416955064.55669, 0,
100440823778.56604, 0,
156619590444.78342, 1,
257060417797.20444, 1,
149810047000.54755, 0,
263869972223.15118, 1,
146405277098.46854, 0,
68095478081.47228, 0,
143000504542.0773, 0,
49369222037.75933, 0,
112357540110.75774, 0,
228119856075.10953, 0,
139595734508.5109, 0,
120869478166.48293, 0,
148107671315.54916, 1,
71500255493.05199, 0,
124274254032.45857, 0,
62988320793.56563, 1,
54476385651.04987, 0,
68095482188.92787, 1,
248548511909.44897, 1,
100440838228.53827, 0,
171941096961.35663, 0,
